0 0.0496632 0.0993265 0.14899 0.198653 0.248316 0.297979 0.347643 0.397306 0.446969 0.496632 0.546296 0.595959 0.645622 0.695285 0.744949 0.794612 0.844275 0.893938 0.943602 0.993265 1.04293 1.09259 1.14225 1.19192 1.24158 1.29124 1.34091 1.39057 1.44023 1.4899 1.53956 1.58922 1.63889 1.68855 1.73821 1.78788 1.83754 1.8872 1.93687 1.98653 2.03619 2.08586 2.13552 2.18518 2.23485 2.28451 2.33417 2.38384 2.4335 2.48316 2.53283 2.58249 2.63215 2.68182 2.73148 2.78114 2.83081 2.88047 2.93013 2.97979 3.02616 3.07253 3.1189 3.16527 3.21164 3.25801 3.30437 3.35074 3.39711 3.44348 3.48985 3.53622 3.58258 3.62895 3.67532 3.72169 3.76806 3.81443 3.8608 3.90716 3.95353 3.9999 4.04627 4.09264 4.13901 4.18537 4.23174 4.27811 4.32448 4.37085 4.41722 4.46358 4.50995 4.55632 4.60269 4.64906 4.69543 4.7418 4.78816 4.83453 4.8809 4.92727 4.97364 5.02001 5.06637 5.11274 5.15911 5.20548 5.25185 5.29822 5.34458 5.39095 5.43732 5.48369 5.53006 5.57643 5.6228 5.66916 5.71553 5.7619 5.80392 5.84595 5.88797 5.93 5.97202 6.01405 6.05607 6.0981 6.14012 6.18214 6.22417 6.26619 6.30822 6.35024 6.39227 6.43429 6.47631 6.51834 6.56036 6.60239 6.64441 6.68644 6.72846 6.77048 6.81251 6.85453 6.89656 6.93858 6.98061 7.02263 7.06466 7.10668 7.1487 7.19073 7.23275 7.27478 7.3168 7.35883 7.40085 7.44287 7.4849 7.52692 7.56895 7.61097 7.653 7.69502 7.73704 7.77907 7.82109 7.86312 7.90514 7.94717 7.98919 8.03122 8.07324 8.11526 8.15729 8.19931 8.24134 
-0.00734711 0.0422059 0.0917589 0.141312 0.190865 0.240418 0.289971 0.339524 0.389077 0.43863 0.488183 0.537736 0.587289 0.636842 0.686395 0.735948 0.785501 0.835054 0.884607 0.93416 0.983713 1.03327 1.08282 1.13237 1.18192 1.23148 1.28103 1.33058 1.38014 1.42969 1.47924 1.5288 1.57835 1.6279 1.67745 1.72701 1.77656 1.82611 1.87567 1.92522 1.97477 2.02433 2.07388 2.12343 2.17298 2.22254 2.27209 2.32164 2.3712 2.42075 2.4703 2.51986 2.56941 2.61896 2.66851 2.71807 2.76762 2.81717 2.86673 2.91628 2.96583 3.01218 3.05853 3.10489 3.15124 3.19759 3.24394 3.29029 3.33664 3.38299 3.42934 3.47569 3.52204 3.5684 3.61475 3.6611 3.70745 3.7538 3.80015 3.8465 3.89285 3.9392 3.98555 4.03191 4.07826 4.12461 4.17096 4.21731 4.26366 4.31001 4.35636 4.40271 4.44906 4.49542 4.54177 4.58812 4.63447 4.68082 4.72717 4.77352 4.81987 4.86622 4.91257 4.95893 5.00528 5.05163 5.09798 5.14433 5.19068 5.23703 5.28338 5.32973 5.37608 5.42244 5.46879 5.51514 5.56149 5.60784 5.65419 5.70054 5.74689 5.78902 5.83116 5.87329 5.91542 5.95755 5.99968 6.04182 6.08395 6.12608 6.16821 6.21034 6.25247 6.29461 6.33674 6.37887 6.421 6.46313 6.50527 6.5474 6.58953 6.63166 6.67379 6.71593 6.75806 6.80019 6.84232 6.88445 6.92659 6.96872 7.01085 7.05298 7.09511 7.13724 7.17938 7.22151 7.26364 7.30577 7.3479 7.39004 7.43217 7.4743 7.51643 7.55856 7.6007 7.64283 7.68496 7.72709 7.76922 7.81136 7.85349 7.89562 7.93775 7.97988 8.02201 8.06415 8.10628 8.14841 8.19054 8.23267 
-0.0146942 0.0347485 0.0841913 0.133634 0.183077 0.23252 0.281962 0.331405 0.380848 0.430291 0.479733 0.529176 0.578619 0.628062 0.677504 0.726947 0.77639 0.825833 0.875275 0.924718 0.974161 1.0236 1.07305 1.12249 1.17193 1.22137 1.27082 1.32026 1.3697 1.41915 1.46859 1.51803 1.56747 1.61692 1.66636 1.7158 1.76524 1.81469 1.86413 1.91357 1.96302 2.01246 2.0619 2.11134 2.16079 2.21023 2.25967 2.30911 2.35856 2.408 2.45744 2.50689 2.55633 2.60577 2.65521 2.70466 2.7541 2.80354 2.85299 2.90243 2.95187 2.9982 3.04454 3.09087 3.1372 3.18354 3.22987 3.27621 3.32254 3.36887 3.41521 3.46154 3.50787 3.55421 3.60054 3.64687 3.69321 3.73954 3.78587 3.83221 3.87854 3.92488 3.97121 4.01754 4.06388 4.11021 4.15654 4.20288 4.24921 4.29554 4.34188 4.38821 4.43454 4.48088 4.52721 4.57354 4.61988 4.66621 4.71255 4.75888 4.80521 4.85155 4.89788 4.94421 4.99055 5.03688 5.08321 5.12955 5.17588 5.22221 5.26855 5.31488 5.36122 5.40755 5.45388 5.50022 5.54655 5.59288 5.63922 5.68555 5.73188 5.77412 5.81636 5.8586 5.90084 5.94308 5.98532 6.02756 6.0698 6.11204 6.15428 6.19652 6.23876 6.281 6.32324 6.36548 6.40771 6.44995 6.49219 6.53443 6.57667 6.61891 6.66115 6.70339 6.74563 6.78787 6.83011 6.87235 6.91459 6.95683 6.99907 7.04131 7.08355 7.12579 7.16803 7.21026 7.2525 7.29474 7.33698 7.37922 7.42146 7.4637 7.50594 7.54818 7.59042 7.63266 7.6749 7.71714 7.75938 7.80162 7.84386 7.8861 7.92834 7.97057 8.01281 8.05505 8.09729 8.13953 8.18177 8.22401 
-0.0220413 0.0272912 0.0766237 0.125956 0.175289 0.224621 0.273954 0.323286 0.372619 0.421951 0.471284 0.520616 0.569949 0.619281 0.668614 0.717946 0.767279 0.816611 0.865944 0.915276 0.964609 1.01394 1.06327 1.11261 1.16194 1.21127 1.2606 1.30994 1.35927 1.4086 1.45793 1.50727 1.5566 1.60593 1.65526 1.7046 1.75393 1.80326 1.85259 1.90193 1.95126 2.00059 2.04992 2.09926 2.14859 2.19792 2.24725 2.29659 2.34592 2.39525 2.44458 2.49392 2.54325 2.59258 2.64191 2.69125 2.74058 2.78991 2.83924 2.88858 2.93791 2.98422 3.03054 3.07686 3.12317 3.16949 3.21581 3.26212 3.30844 3.35475 3.40107 3.44739 3.4937 3.54002 3.58633 3.63265 3.67897 3.72528 3.7716 3.81791 3.86423 3.91055 3.95686 4.00318 4.0495 4.09581 4.14213 4.18844 4.23476 4.28108 4.32739 4.37371 4.42002 4.46634 4.51266 4.55897 4.60529 4.6516 4.69792 4.74424 4.79055 4.83687 4.88319 4.9295 4.97582 5.02213 5.06845 5.11477 5.16108 5.2074 5.25371 5.30003 5.34635 5.39266 5.43898 5.48529 5.53161 5.57793 5.62424 5.67056 5.71688 5.75922 5.80157 5.84392 5.88626 5.92861 5.97096 6.0133 6.05565 6.098 6.14035 6.18269 6.22504 6.26739 6.30973 6.35208 6.39443 6.43677 6.47912 6.52147 6.56382 6.60616 6.64851 6.69086 6.7332 6.77555 6.8179 6.86024 6.90259 6.94494 6.98729 7.02963 7.07198 7.11433 7.15667 7.19902 7.24137 7.28371 7.32606 7.36841 7.41076 7.4531 7.49545 7.5378 7.58014 7.62249 7.66484 7.70718 7.74953 7.79188 7.83423 7.87657 7.91892 7.96127 8.00361 8.04596 8.08831 8.13065 8.173 8.21535 
-0.0293884 0.0198338 0.0690561 0.118278 0.167501 0.216723 0.265945 0.315167 0.36439 0.413612 0.462834 0.512056 0.561279 0.610501 0.659723 0.708945 0.758168 0.80739 0.856612 0.905834 0.955057 1.00428 1.0535 1.10272 1.15195 1.20117 1.25039 1.29961 1.34883 1.39806 1.44728 1.4965 1.54572 1.59495 1.64417 1.69339 1.74261 1.79183 1.84106 1.89028 1.9395 1.98872 2.03795 2.08717 2.13639 2.18561 2.23484 2.28406 2.33328 2.3825 2.43172 2.48095 2.53017 2.57939 2.62861 2.67784 2.72706 2.77628 2.8255 2.87472 2.92395 2.97025 3.01654 3.06284 3.10914 3.15544 3.20174 3.24804 3.29434 3.34063 3.38693 3.43323 3.47953 3.52583 3.57213 3.61843 3.66473 3.71102 3.75732 3.80362 3.84992 3.89622 3.94252 3.98882 4.03511 4.08141 4.12771 4.17401 4.22031 4.26661 4.31291 4.35921 4.4055 4.4518 4.4981 4.5444 4.5907 4.637 4.6833 4.72959 4.77589 4.82219 4.86849 4.91479 4.96109 5.00739 5.05369 5.09998 5.14628 5.19258 5.23888 5.28518 5.33148 5.37778 5.42407 5.47037 5.51667 5.56297 5.60927 5.65557 5.70187 5.74432 5.78678 5.82923 5.87169 5.91414 5.95659 5.99905 6.0415 6.08396 6.12641 6.16887 6.21132 6.25378 6.29623 6.33869 6.38114 6.42359 6.46605 6.5085 6.55096 6.59341 6.63587 6.67832 6.72078 6.76323 6.80569 6.84814 6.89059 6.93305 6.9755 7.01796 7.06041 7.10287 7.14532 7.18778 7.23023 7.27269 7.31514 7.35759 7.40005 7.4425 7.48496 7.52741 7.56987 7.61232 7.65478 7.69723 7.73969 7.78214 7.8246 7.86705 7.9095 7.95196 7.99441 8.03687 8.07932 8.12178 8.16423 8.20669 
-0.0367356 0.0123764 0.0614884 0.1106 0.159712 0.208824 0.257936 0.307048 0.35616 0.405272 0.454384 0.503496 0.552608 0.60172 0.650832 0.699944 0.749056 0.798168 0.84728 0.896392 0.945504 0.994616 1.04373 1.09284 1.14195 1.19106 1.24018 1.28929 1.3384 1.38751 1.43662 1.48574 1.53485 1.58396 1.63307 1.68218 1.7313 1.78041 1.82952 1.87863 1.92774 1.97686 2.02597 2.07508 2.12419 2.1733 2.22242 2.27153 2.32064 2.36975 2.41886 2.46798 2.51709 2.5662 2.61531 2.66442 2.71354 2.76265 2.81176 2.86087 2.90998 2.95627 3.00255 3.04883 3.09511 3.14139 3.18767 3.23395 3.28023 3.32652 3.3728 3.41908 3.46536 3.51164 3.55792 3.6042 3.65048 3.69677 3.74305 3.78933 3.83561 3.88189 3.92817 3.97445 4.02073 4.06702 4.1133 4.15958 4.20586 4.25214 4.29842 4.3447 4.39098 4.43727 4.48355 4.52983 4.57611 4.62239 4.66867 4.71495 4.76123 4.80751 4.8538 4.90008 4.94636 4.99264 5.03892 5.0852 5.13148 5.17776 5.22405 5.27033 5.31661 5.36289 5.40917 5.45545 5.50173 5.54801 5.5943 5.64058 5.68686 5.72942 5.77198 5.81454 5.85711 5.89967 5.94223 5.98479 6.02736 6.06992 6.11248 6.15504 6.1976 6.24017 6.28273 6.32529 6.36785 6.41041 6.45298 6.49554 6.5381 6.58066 6.62323 6.66579 6.70835 6.75091 6.79347 6.83604 6.8786 6.92116 6.96372 7.00628 7.04885 7.09141 7.13397 7.17653 7.21909 7.26166 7.30422 7.34678 7.38934 7.43191 7.47447 7.51703 7.55959 7.60215 7.64472 7.68728 7.72984 7.7724 7.81496 7.85753 7.90009 7.94265 7.98521 8.02777 8.07034 8.1129 8.15546 8.19802 
-0.0440827 0.00491908 0.0539208 0.102923 0.151924 0.200926 0.249928 0.29893 0.347931 0.396933 0.445935 0.494937 0.543938 0.59294 0.641942 0.690944 0.739945 0.788947 0.837949 0.886951 0.935952 0.984954 1.03396 1.08296 1.13196 1.18096 1.22996 1.27896 1.32797 1.37697 1.42597 1.47497 1.52397 1.57298 1.62198 1.67098 1.71998 1.76898 1.81798 1.86699 1.91599 1.96499 2.01399 2.06299 2.11199 2.161 2.21 2.259 2.308 2.357 2.406 2.45501 2.50401 2.55301 2.60201 2.65101 2.70002 2.74902 2.79802 2.84702 2.89602 2.94229 2.98855 3.03481 3.08108 3.12734 3.17361 3.21987 3.26613 3.3124 3.35866 3.40492 3.45119 3.49745 3.54372 3.58998 3.63624 3.68251 3.72877 3.77503 3.8213 3.86756 3.91383 3.96009 4.00635 4.05262 4.09888 4.14514 4.19141 4.23767 4.28394 4.3302 4.37646 4.42273 4.46899 4.51526 4.56152 4.60778 4.65405 4.70031 4.74657 4.79284 4.8391 4.88537 4.93163 4.97789 5.02416 5.07042 5.11668 5.16295 5.20921 5.25548 5.30174 5.348 5.39427 5.44053 5.48679 5.53306 5.57932 5.62559 5.67185 5.71452 5.75719 5.79986 5.84253 5.8852 5.92787 5.97054 6.01321 6.05588 6.09855 6.14122 6.18389 6.22656 6.26923 6.3119 6.35456 6.39723 6.4399 6.48257 6.52524 6.56791 6.61058 6.65325 6.69592 6.73859 6.78126 6.82393 6.8666 6.90927 6.95194 6.99461 7.03728 7.07995 7.12262 7.16529 7.20796 7.25063 7.2933 7.33597 7.37864 7.42131 7.46398 7.50665 7.54932 7.59199 7.63465 7.67732 7.71999 7.76266 7.80533 7.848 7.89067 7.93334 7.97601 8.01868 8.06135 8.10402 8.14669 8.18936 
-0.0514298 -0.00253828 0.0463532 0.0952447 0.144136 0.193028 0.241919 0.290811 0.339702 0.388594 0.437485 0.486377 0.535268 0.58416 0.633051 0.681943 0.730834 0.779726 0.828617 0.877509 0.9264 0.975292 1.02418 1.07307 1.12197 1.17086 1.21975 1.26864 1.31753 1.36642 1.41532 1.46421 1.5131 1.56199 1.61088 1.65977 1.70866 1.75756 1.80645 1.85534 1.90423 1.95312 2.00201 2.0509 2.0998 2.14869 2.19758 2.24647 2.29536 2.34425 2.39315 2.44204 2.49093 2.53982 2.58871 2.6376 2.68649 2.73539 2.78428 2.83317 2.88206 2.92831 2.97455 3.0208 3.06705 3.11329 3.15954 3.20578 3.25203 3.29828 3.34452 3.39077 3.43702 3.48326 3.52951 3.57576 3.622 3.66825 3.71449 3.76074 3.80699 3.85323 3.89948 3.94573 3.99197 4.03822 4.08447 4.13071 4.17696 4.2232 4.26945 4.3157 4.36194 4.40819 4.45444 4.50068 4.54693 4.59318 4.63942 4.68567 4.73191 4.77816 4.82441 4.87065 4.9169 4.96315 5.00939 5.05564 5.10189 5.14813 5.19438 5.24062 5.28687 5.33312 5.37936 5.42561 5.47186 5.5181 5.56435 5.6106 5.65684 5.69962 5.7424 5.78517 5.82795 5.87073 5.9135 5.95628 5.99906 6.04184 6.08461 6.12739 6.17017 6.21295 6.25572 6.2985 6.34128 6.38405 6.42683 6.46961 6.51239 6.55516 6.59794 6.64072 6.6835 6.72627 6.76905 6.81183 6.8546 6.89738 6.94016 6.98294 7.02571 7.06849 7.11127 7.15404 7.19682 7.2396 7.28238 7.32515 7.36793 7.41071 7.45349 7.49626 7.53904 7.58182 7.62459 7.66737 7.71015 7.75293 7.7957 7.83848 7.88126 7.92403 7.96681 8.00959 8.05237 8.09514 8.13792 8.1807 
-0.0587769 -0.00999564 0.0387856 0.0875669 0.136348 0.185129 0.233911 0.282692 0.331473 0.380254 0.429036 0.477817 0.526598 0.575379 0.624161 0.672942 0.721723 0.770504 0.819286 0.868067 0.916848 0.965629 1.01441 1.06319 1.11197 1.16075 1.20954 1.25832 1.3071 1.35588 1.40466 1.45344 1.50222 1.551 1.59979 1.64857 1.69735 1.74613 1.79491 1.84369 1.89247 1.94125 1.99004 2.03882 2.0876 2.13638 2.18516 2.23394 2.28272 2.3315 2.38029 2.42907 2.47785 2.52663 2.57541 2.62419 2.67297 2.72175 2.77054 2.81932 2.8681 2.91433 2.96056 3.00678 3.05301 3.09924 3.14547 3.1917 3.23793 3.28416 3.33039 3.37662 3.42285 3.46907 3.5153 3.56153 3.60776 3.65399 3.70022 3.74645 3.79268 3.83891 3.88513 3.93136 3.97759 4.02382 4.07005 4.11628 4.16251 4.20874 4.25497 4.30119 4.34742 4.39365 4.43988 4.48611 4.53234 4.57857 4.6248 4.67103 4.71725 4.76348 4.80971 4.85594 4.90217 4.9484 4.99463 5.04086 5.08709 5.13332 5.17954 5.22577 5.272 5.31823 5.36446 5.41069 5.45692 5.50315 5.54938 5.5956 5.64183 5.68472 5.7276 5.77049 5.81337 5.85626 5.89914 5.94203 5.98491 6.0278 6.07068 6.11357 6.15645 6.19934 6.24222 6.2851 6.32799 6.37087 6.41376 6.45664 6.49953 6.54241 6.5853 6.62818 6.67107 6.71395 6.75684 6.79972 6.84261 6.88549 6.92838 6.97126 7.01415 7.05703 7.09992 7.1428 7.18569 7.22857 7.27145 7.31434 7.35722 7.40011 7.44299 7.48588 7.52876 7.57165 7.61453 7.65742 7.7003 7.74319 7.78607 7.82896 7.87184 7.91473 7.95761 8.0005 8.04338 8.08627 8.12915 8.17204 
-0.066124 -0.017453 0.031218 0.079889 0.12856 0.177231 0.225902 0.274573 0.323244 0.371915 0.420586 0.469257 0.517928 0.566599 0.61527 0.663941 0.712612 0.761283 0.809954 0.858625 0.907296 0.955967 1.00464 1.05331 1.10198 1.15065 1.19932 1.24799 1.29666 1.34534 1.39401 1.44268 1.49135 1.54002 1.58869 1.63736 1.68603 1.7347 1.78337 1.83205 1.88072 1.92939 1.97806 2.02673 2.0754 2.12407 2.17274 2.22141 2.27008 2.31876 2.36743 2.4161 2.46477 2.51344 2.56211 2.61078 2.65945 2.70812 2.75679 2.80547 2.85414 2.90035 2.94656 2.99277 3.03898 3.08519 3.1314 3.17762 3.22383 3.27004 3.31625 3.36246 3.40867 3.45489 3.5011 3.54731 3.59352 3.63973 3.68594 3.73215 3.77837 3.82458 3.87079 3.917 3.96321 4.00942 4.05563 4.10185 4.14806 4.19427 4.24048 4.28669 4.3329 4.37911 4.42533 4.47154 4.51775 4.56396 4.61017 4.65638 4.7026 4.74881 4.79502 4.84123 4.88744 4.93365 4.97986 5.02608 5.07229 5.1185 5.16471 5.21092 5.25713 5.30334 5.34956 5.39577 5.44198 5.48819 5.5344 5.58061 5.62682 5.66982 5.71281 5.7558 5.79879 5.84179 5.88478 5.92777 5.97076 6.01376 6.05675 6.09974 6.14273 6.18573 6.22872 6.27171 6.3147 6.35769 6.40069 6.44368 6.48667 6.52966 6.57266 6.61565 6.65864 6.70163 6.74463 6.78762 6.83061 6.8736 6.91659 6.95959 7.00258 7.04557 7.08856 7.13156 7.17455 7.21754 7.26053 7.30353 7.34652 7.38951 7.4325 7.4755 7.51849 7.56148 7.60447 7.64746 7.69046 7.73345 7.77644 7.81943 7.86243 7.90542 7.94841 7.9914 8.0344 8.07739 8.12038 8.16337 
